drug_name,nafdac_number,manufacturer,batch_number,barcode,label,note
DEMO Ibuprofen 200mg,04-6429,Sample Remedies Ltd,B19989,7951176889070,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-27189,Sample Remedies Ltd,B20858,9065098741811,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-2666,Sample Health Nigeria Ltd,B65593,4722111381789,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-53951,Sample Health Nigeria Ltd,B-XYZ,8662011844618,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Metronidazole 400mg,NAFDAC-XYZ-000,Example Healthcare Ltd,B39977,2451286565667,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Zinc 20mg,A4-53444,Demo Pharma Nigeria Ltd,B79961,5658953691589,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-19067,Demo Life Sciences Ltd,B84290,2185793496028,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-55886,Demo Pharma Nigeria Ltd,B53382,9578849724145,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A11-2413,Example Healthcare Ltd,B24795,1270491208850,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-4603,Demo Pharma Nigeria Ltd,B38937,6473162907230,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-12X,Demo Life Sciences Ltd,B69439,9897435086675,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Metronidazole 400mg,A4-56355,Sample Remedies Ltd,,2375894099136,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO @@@ 500mg,A4-79569,Sample Remedies Ltd,B15138,6604378704893,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO @@@ 500mg,A11-5973,Example Healthcare Ltd,B93139,4941906426282,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Artemether 20mg,A11-4906,Example Healthcare Ltd,B89030,5124358373828,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-4725,Example Laboratories Ltd,12,4536346524131,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Metronidazole 400mg,A4-61777,Sample Remedies Ltd,B37260,6397258210443,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,04-6252,Demo Life Sciences Ltd,B40843,2595119511243,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO @@@ 500mg,A4-53609,Sample Remedies Ltd,B36069,7746567570305,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Metronidazole 400mg,04-7645,Example Healthcare Ltd,B37222,9527820396992,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-72784,Sample Remedies Ltd,B90485,7478042815193,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-4673,Example Healthcare Ltd,B47736,6823646183289,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,NAFDAC-XYZ-000,Sample Remedies Ltd,B33268,1825513111530,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Metronidazole 400mg,04-2780,Example Laboratories Ltd,B69661,1177898008084,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO @@@ 500mg,A11-2164,Example Laboratories Ltd,B94574,3220123395035,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Paracetomol 500mg,04-7673,Example Laboratories Ltd,B22478,3551686899392,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Zinc 20mg,04-7709,Demo Life Sciences Ltd,B59136,9576302216369,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-44596,Example Healthcare Ltd,12,3884420455101,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Cetirizine 10mg,A4-36893,Demo Pharma Nigeria Ltd,B58531,8875968519901,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-5900,Example Healthcare Ltd,B94233,8685859385324,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A4-40879,Sample Remedies Ltd,B49848,4007001402628,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A11-12X,Sample Health Nigeria Ltd,B93147,8589905971856,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Zinc 20mg,04-7297,Example Laboratories Ltd,B30985,5325468678480,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-59009,Demo Life Sciences Ltd,B68033,3603881224920,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4/ABC,Sample Remedies Ltd,B35776,8344504150774,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Amoxicillin 500mg,FAKE-0001,Sample Remedies Ltd,B10675,4025169716764,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Amoxicillin 500mg,04-5054,Demo Pharma Nigeria Ltd,B72989,2041337505784,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-62346,Example Healthcare Ltd,B27332,2385672243198,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-6296,Sample Health Nigeria Ltd,B36067,1626765729322,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-7397,Example Healthcare Ltd,B34356,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Cetirizine 10mg,A4-30212,Example Healthcare Ltd,B24015,5969664357033,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A4/ABC,Example Laboratories Ltd,B68741,9928378049751,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Paracetamol 500mg,04-3672,Demo Pharma Nigeria Ltd,B71504,9789976703948,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO @@@ 500mg,A4-33050,Example Healthcare Ltd,B48229,1462772391012,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Metronidazole 400mg,04-3116,Example Laboratories Ltd,B91548,4749993982358,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A11-6128,Example Laboratories Ltd,B82124,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Zinc 20mg,A11-5589,Demo Pharma Nigeria Ltd,B39330,5804560119465,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,NAFDAC-XYZ-000,Example Healthcare Ltd,B10046,4926849937247,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Artemether 20mg,04-1586,Demo Life Sciences Ltd,B77205,2512007637200,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,NAFDAC-XYZ-000,Example Healthcare Ltd,B84080,5850475896377,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Vitamin C 100mg,A11-5537,Sample Remedies Ltd,B-XYZ,3317067633915,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Ibuprofen 200mg,A4-21629,Example Laboratories Ltd,B51820,4311139061995,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A11-2460,Example Laboratories Ltd,B96564,1773841150998,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,A11-9888,Demo Pharma Nigeria Ltd,B84078,4586559611267,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Amoxicillin 500mg,04-8854,Sample Remedies Ltd,B92608,ABC123456789,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Amoxicillin 500mg,A11-7611,Demo Life Sciences Ltd,B29871,6904664911854,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A4-3631,Demo Life Sciences Ltd,B-XYZ,8456922323548,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Paracetamol 500mg,A11-4767,Sample Health Nigeria Ltd,B64139,5375728680599,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,04-7790,Example Laboratories Ltd,B19343,6051007611009,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-67987,Demo Pharma Nigeria Ltd,B56972,3832746567079,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-12X,Demo Pharma Nigeria Ltd,B42608,2910494249566,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Metronidazole 400mg,04-5284,Example Laboratories Ltd,B25476,9012375656411,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-5174,Sample Health Nigeria Ltd,B52719,2936604471658,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-21491,Example Healthcare Ltd,B71156,2926830604030,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A1--77,Sample Remedies Ltd,B56929,2212228224309,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Artemether 20mg,A4-27215,Sample Remedies Ltd,B42467,1497433685510,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A11-12X,Demo Life Sciences Ltd,B47681,8995289077564,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Paracetamol 500mg,A4-13074,Example Laboratories Ltd,B19666,2037937942998,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-2289,Sample Health Nigeria Ltd,B96635,8378279724141,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-94914,Sample Remedies Ltd,B13975,4611384677674,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,A11-5487,Demo Life Sciences Ltd,B92417,2533070742926,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Vitamin C 100mg,04-6262,Example Healthcare Ltd,B97378,4426591250953,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-8185,Demo Pharma Nigeria Ltd,B68912,2738874902005,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A4-43719,Demo Pharma Nigeria Ltd,B63039,4228055123750,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-7955,Demo Life Sciences Ltd,B44113,9395016576911,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A11-6928,Example Healthcare Ltd,B50593,6111408073855,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A11-5788,Demo Life Sciences Ltd,B43283,4111577251863,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-2930,Example Healthcare Ltd,B24945,7508024219307,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,04-9346,Demo Life Sciences Ltd,B78234,3316801261108,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO @@@ 500mg,A4-11288,Demo Pharma Nigeria Ltd,B70204,1473183912907,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Zinc 20mg,FAKE-0001,Demo Life Sciences Ltd,B98099,1346877993910,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Cetirizine 10mg,999999,Demo Pharma Nigeria Ltd,B12387,7691139651000,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Amoxicillin 500mg,A11-8924,Sample Remedies Ltd,B50695,8079847412441,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-2445,Sample Health Nigeria Ltd,B43575,6085701195675,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-9671,Example Laboratories Ltd,B23478,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Ibuprofen 200mg,A4-12611,Sample Health Nigeria Ltd,,6348454248713,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,04-6464,Example Laboratories Ltd,B55480,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,04-8151,Sample Health Nigeria Ltd,B43298,4758573633885,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-1215,Sample Health Nigeria Ltd,B16201,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Cetirizine 10mg,A4-67164,Demo Life Sciences Ltd,B51730,7211140926205,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A4-96143,Sample Remedies Ltd,B81144,1360855088854,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-35069,Sample Health Nigeria Ltd,B29289,2256612887611,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,A4-97466,Demo Pharma Nigeria Ltd,B56084,4644946553461,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Paracetamol 500mg,A4-14240,Demo Life Sciences Ltd,B68649,ABC123456789,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Artemether 20mg,A4-4999,Demo Pharma Nigeria Ltd,???,9941886971080,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Metronidazole 400mg,A11-9421,Demo Life Sciences Ltd,B37158,9126902380654,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,FAKE-0001,Sample Health Nigeria Ltd,B92043,1538419035855,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Amoxicillin 500mg,04-4574,Example Laboratories Ltd,B58140,9241703720907,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-8120,Sample Remedies Ltd,B99024,9718770892253,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-8804,Demo Life Sciences Ltd,B35743,9679358754022,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,A4-94393,Example Laboratories Ltd,B58670,9783077863310,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Amoxicillin 500mg,04-9089,Sample Health Nigeria Ltd,B81620,5911081246728,genuine_like,Synthetic demonstration record with internally consistent formatting.
